pmcid	pmcidTitle	table	column	description	geneSetSize	nOverlap	oddsRatio	pvalue	adjPvalue	geneSetHash
PMC10219922	Hyperthermia promotes M1 polarization of macrophages via exosome-mediated HSPB8 transfer in triple negative breast cancer	12672_2023_697_MOESM1_ESM.docx	0-mRNA_ID	Supplementary Material 1	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	53e3baa6-3adb-56d6-85ce-6447f84a8ce8
PMC7131892	A computational tool (H-MAGMA) for improved prediction of brain disorder risk genes by incorporating brain chromatin interaction profiles	NIHMS1554664-supplement-Sup_DataSet_5.xlsx	GO_ASD-Unnamed_204	top of the list by performing an incremental enrichment analysis (Methods, see Supplementary Data 4–**5**)  Supplementary Data 5 Gene ontologies of brain disorder risk genes based on cMAGMA	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	2d99bf84-4fab-5dd8-8345-693f1f2594de
PMC11306401	Exome-wide association study identifies KDELR3 mutations in extreme myopia	41467_2024_50580_MOESM4_ESM.xlsx	Supplementary_Data_28-Unnamed_1		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	49376bc0-3f6e-534f-8f09-3cae57ffc419
PMC11481653	Integrative analysis of the efficacy and pharmacological mechanism of Xuefu Zhuyu decoction in idiopathic pulmonary fibrosis via evidence-based medicine, bioinformatics, and experimental verification	mmc33.pdf	41-SELE		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	b3b558ae-ea8d-51c9-b1ba-b0c36c1caabc
PMC11247315	Phase I Study of GS-3583, an FMS-like Tyrosine Kinase 3 Agonist Fc Fusion Protein, in Patients with Advanced Solid Tumors	ccr-23-2808_supplementary_table_s1_suppts1.pdf	0-AURKC		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	74b7d72f-bd72-55e0-abf0-fdadaf444767
PMC10652340	Transcriptomes of human primary skin fibroblasts of healthy individuals reveal age‐associated mRNAs and long noncoding RNAs 	ACEL-22-e13915-s007.xlsx	FOXD3-SYMBOL	(Figure 2h), each factor has unique transcriptional targets based on the GSEA method (Appendix **S4**)  Appendix S4  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	5b142106-2818-556f-ba03-752e2ead1ac7
PMC9391397	Vasculogenesis in kidney organoids upon transplantation	41536_2022_237_MOESM14_ESM.xlsx	Heatmap_top20_genes_pod-epi-podocyte-committed_progenitors	a total of 10,198 high quality nephron cells obtained from untransplanted (3116 cells from d**7**)  Supplementary data 7	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	094cac91-21ca-55cc-a0bc-c1ebf60701ca
PMC12178057	Homologous recombination-DNA damage response defects increase TMB and neoantigen load, but not effector T cell density and clonal diversity in pancreatic cancer	40164_2025_673_MOESM1_ESM.docx	3-Gene		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	1a918d27-a30e-5d65-97d0-27107ee8289a
PMC3806867	High-Throughput 3D Screening Reveals Differences in Drug Sensitivities between Culture Models of JIMT1 Breast Cancer Cells	pone.0077232.nxml	Top_5_upregulated_genes_compared_to_2D	was also high in xenografts, it was still markedly higher in polyHEMA (Figure 6, **Table 2**)  Top five differentially expressed genes compared to 2DCLIC3LOC100008589CLDN7ITGB4WNT5BID1GPRC5ANDUFB9SFNKISS1AXLMARCH4FJX1MT1AMT2ACALB2ALDH1A3LOC100134265RARRES1	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	128dd28a-f195-53c4-be54-dad3ea64a549
PMC9126928	Single-cell transcriptomics reveals lineage trajectory of human scalp hair follicle and informs mechanisms of hair graying	41421_2022_394_MOESM4_ESM.xlsx	S1-Differentially_Expressed_Genes_DEGs_of_HFSCs_were_Identified_by_Function_FindMarkers_of_Scran_R_Package_Using_Wilcox_Method_S1vsIBL_mORS_IF	HFSCs (hHFSCs) by subclustering the SC1 plus SC2 populations. Four subclusters (S0, S1, S2, **S3**)  Supplementary table S3	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	3175a1da-4b37-5cc3-9a78-f9fd23dab838
PMC5706503	MicroRNA‐containing extracellular vesicles released from endothelial colony‐forming cells modulate angiogenesis during ischaemic retinopathy	JCMM-21-3405.nxml	Gene_symbol	measured by microarray. Expression of 674 genes was altered with a fold change of ≥**1**  Most altered genes in endothelial cells treated with endothelial colony‐forming cells extracellular vesicles (EVs) as determined by microarraySERPINB2TPM2FOXD1MMP1MIR1974TMEM200ADSETMEM154MIR1978FBLN2ACVRL1CD34EDN1BGNCCL2AIF1LSULF1CRYABITM2AALDH1A1	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	ed66963a-52c3-52c8-8fb2-c5eabfc8644b
PMC6305672	Whole‐exome sequencing of nevoid basal cell carcinoma syndrome families and review of Human Gene Mutation Database PTCH1 mutation data	MGG3-6-1168-s001.docx	2-ABCB11	>15 reads with an average of 50 reads in these families (Supporting Information Table **S1**)  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	38b45e41-4ff5-5546-a796-51a2e5a38e83
PMC8247203	Repurposing FDA approved drugs as radiosensitizers for treating hypoxic prostate cancer	12894_2021_856_MOESM1_ESM.docx	0-Up-regulated_Genes_Good_Prognosis_HR_1_Quadratic_Down_genes_1	line experiments. Two separate gene lists were used in the QUADrATiC software generated from GSE2**1**  Additional file 1. Supplementary Table 1. GSE21032 hypoxia associated genes n = 103. Supplementary Table 2. TCGA hypoxia associated genes n = 66. Supplementary Table 3. GSE21032 hypoxia associated genes Affymetrix probe IDs. Supplementary Table 4. TCGA hypoxia associated genes Affymetrix probe IDs. Supplementary Table 5. The Z-scores for menadione and gemcitabine in the prostate cancer cell lines	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	684052a1-14cb-56d1-beb7-fc911255dbfb
PMC7577852	Developmental excitation-inhibition imbalance underlying psychoses revealed by single-cell analyses of discordant twins-derived cerebral organoids	41380_2020_844_MOESM2_ESM.xlsx	Table_S4-Unnamed_5	of embryoid body-like aggregates with quick reaggregation (SFEBq) method, as previously described [19] (Fig. **S1**)  Supplementary Tables	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	10d3506f-a46b-51b7-a041-c9da11f0ca0c
PMC10991058	iRhom2 regulates ectodomain shedding and surface expression of the major histocompatibility complex (MHC) class I	18_2024_Article_5201.nxml	Table_4-Gene_names		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	21c62093-2adb-59cb-b3d9-55562a5dbf96
PMC8273913	Integrated Analysis of Microarray and RNA-Seq Data for the Identification of Hub Genes and Networks Involved in the Pancreatic Cancer	Data_Sheet_3.xlsx	Modules_with_High_Positive_Cor-E-GEOD-62452	filtered. Selected genes for all modules are provided in the first data sheet of **Supplementary Table 2**  Click here for additional data file	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	fd254fd2-dfaf-5fe9-944d-35b7c9262ea0
PMC9649678	Single cell profiling of primary and paired metastatic lymph node tumors in breast cancer patients	41467_2022_34581_MOESM6_ESM.csv	Basal_signature	a A UMAP embedding plot of 58,**3**  Supplementary Data 3	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	cb71c5db-bd9f-5502-97ce-dab5f04a7360
PMC8121977	Single-cell RNA sequencing of human liver reveals hepatic stellate cell heterogeneity	mmc2.xlsx	Scores_Fig_S4B-HSC_score		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	182b5e4a-e83f-583d-93df-b8a144dca5a7
PMC5911477	Antimetabolic Effects of Polyphenols in Breast Cancer Cells: Focus on Glucose Uptake and Metabolism	fnut-05-00025.nxml	Gene_name	its concentration gradient The Na+-electrochemical gradient is provided by the Na+–K+ ATPase pump (23). SGLT**1**  The sodium-dependent glucose co-transporter (SGLT) and facilitative glucose transporter (GLUT) family of GLUTsSLC2A1SLC2A2SLC2A3SLC2A4SLC2A5SLC2A6SLC2A7SLC2A8SLC2A9SLC2A10SLC2A11SLC2A12SLC5A1SLC5A2SLC5A4SLC5A9SLC5A10SLC5A11	18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	f61768c5-54a4-581f-b6b4-556382737946
PMC11281282	Collagen 1 Fiber Volume Predicts for Recurrence of Stage 1 Non-Small Cell Lung Cancer	tomography-10-00083.nxml	Table_2-Description		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	91c33114-0f06-569c-a978-3bcbb660ff43
PMC12412611	The Neglected Role of GSDMD C‐Terminal in Counteracting Type I Interferon Signaling	ADVS-12-e05255-s002.pdf	23-ENSG00000196517		18	2	29.042735042735043	0.0021238605641590745	0.04876726510495262	782a5201-95e5-533b-ac66-af618b320b9e
PMC4587865	Transgelin gene is frequently downregulated by promoter DNA hypermethylation in breast cancer	13148_2015_138_MOESM1_ESM.xlsx	MCF12A_UP-Gene_symbol		1918	16	2.182752529307853	0.002124909572328133	0.04878991245476464	0300a5b2-ab98-5f42-bfea-5eef72938e3a
PMC11565640	Deciphering Mechanisms of Adipocyte Differentiation in Abdominal Fat of Broilers	jf4c06867_si_001.xlsx	ICP2_DEGs-down-2949		2103	17	2.113957403205738	0.002127339746875533	0.04883824574729645	7fae79aa-0b21-5aa2-ab52-f95b943d6551
PMC6944722	Systems biology approaches toward autosomal dominant polycystic kidney disease (ADPKD)	40169_2019_254_MOESM1_ESM.xlsx	Normal_vs_MCT-Unnamed_3	dataset “GSE7869” which includes renal cysts in different sizes; small cysts (SC) less than **1**  Additional file 1	470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	361b28ac-f822-58ef-879e-8a591d91a892
PMC4377576	Uncovering pharmacological mechanisms of Wu-tou decoction acting on rheumatoid arthritis through systems approaches: drug-target prediction, network analysis and experimental validation	srep09463-s2.xls	Table_S2-Table_S2_Interaction_information_of_hub_nodes_in_the_network_of_putative_targets_of_WTD_and_known_RA-related_targets	Supplementary InformationTable S2	470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	939eb075-7ed7-504f-ac6e-7c182b63d1e1
PMC8261504	Co‐Targeting Plk1 and DNMT3a in Advanced Prostate Cancer	ADVS-8-2101458-s006.xlsx	S_Table_8_1_TCGA-Unnamed_232	Supporting Table 8.1  Click here for additional data file	470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	a20a4f38-bc2d-5baa-8c0c-f40f62cf1d02
PMC10561395	Single-cell RNA sequencing of neurofibromas reveals a tumor microenvironment favorable for neural regeneration and immune suppression in a neurofibromatosis type 1 porcine model	Table_3.xlsx	SmoothM-Pericytes_DEG-HGNC_symbol	expressed in >20% of the cluster, with |logFC| >0.25, and adjusted p-value <0.05 ( **Supplementary Tables 3**)  Click here for additional data file	470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	552ca7f1-2fcd-56b6-8a59-ddac335804dd
PMC11910141	Enhancing oxygen utilization and mitigating oxidative stress in Tibetan chickens for adaptation to high-altitude hypoxia	mmc8.xlsx	RMC-Unnamed_10		470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	e785864d-e185-597c-8492-1d098ed0c1cd
PMC7195535	Host transcriptomic signature as alternative test-of-cure in visceral leishmaniasis patients co-infected with HIV	mmc3.xlsx	D29_vs_D0_Success_selection-ENSEMBL		470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	35ccac97-8067-50fd-8c01-41eb7c423a09
PMC10354868	Identification of five novel variants of ADAR1 in dyschromatosis symmetrica hereditaria by next-generation sequencing	Table2.xlsx	17C024008_D001_CapNGS_Skin-Skin-gene		470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	e4f41ff4-c962-5d67-be18-5f2e8149b061
PMC11756367	Transcription factor specificity protein (SP) family in renal physiology and diseases	peerj-13-18820-s001.xls	SP1-Target		470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	3cb0d311-fe14-5f53-bcd6-641b97b97f52
PMC9166698	Peptide vaccine-treated, long-term surviving cancer patients harbor self-renewing tumor-specific CD8+ T cells	41467_2022_30861_MOESM4_ESM.xlsx	Figure_5-FeatureName		470	7	3.892962356792144	0.0021276421626036397	0.04883824574729645	ab2eef83-31de-54c1-9636-9953a0b30c20
PMC12396419	Accurate MS-Based Diagnostic Amyloid Typing Using Endogenously Normalized Protein Intensities in Formalin-Fixed Paraffin-Embedded Tissue	mmc3.xlsx	ApoAIV2-2-Gene_names		896	10	2.917239010989011	0.0021296004948568735	0.048876103431143104	51fbdcb3-d933-56b8-922c-776fd1e89b51
PMC6945759	Constitutive Activation of the Canonical NF-κB Pathway Leads to Bone Marrow Failure and Induction of Erythroid Signature in Hematopoietic Stem Cells	NIHMS1065548-supplement-Table_S1.xlsx	Sheet1-1_5	(661 upregulated and 1,061 downregulated) genes in CA/CA HSCs when compared with control HSCs (**Table S1**)	748	9	3.1534336976696227	0.0021301236389057792	0.048876103431143104	0e010a77-b38c-504b-8b10-fefe309133b9
PMC9876761	Meta-analysis of transcriptomics data identifies potential biomarkers and their associated regulatory networks in gallbladder cancer	GHFBB-15-311-s1.xlsx	Sheet1-Supplementary_material_1_Differentially_expressed_genes_identified_in_GBC	Supplementary material 1	347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	a965baa8-b655-5fd4-b2e7-9f1a57e02af2
PMC10653769	Mechanisms of resveratrol against diabetic wound by network pharmacology and experimental validation	IANN_A_2280811_SM5635.xlsx	S2-Unnamed_1	Supplemental Material  Click here for additional data file	347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	030aaf63-7976-504e-9372-57d5a0f6ad0d
PMC10121104	Nucleic acid biomarkers of immune response and cell and tissue damage in children with COVID-19 and MIS-C	mmc6.csv	gene_name	See also Figure S1 and Tables S2, S6, and **Table S9. cfRNA COVID-19 vs. control differential abundance, related to Figure 2**  Table S9. cfRNA COVID-19 vs. control differential abundance, related to Figure 2	347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	28474324-4d66-5d83-baba-cf2f6db0220e
PMC8420858	LR Hunting: A Random Forest Based Cell–Cell Interaction Discovery Method for Single-Cell Gene Expression Data	Table_2.XLSX	Treg-Myeloid-Unnamed_19	full ranking lists of TNBC analysis using LR hunting and SingleCellSignalR were listed in **Supplementary Tables 2**  Click here for additional data file	347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	4be8e86b-ff2f-571e-95c5-811b409487ce
PMC6719800	LSD1 Inhibition Promotes Epithelial Differentiation through Derepression of Fate-Determining Transcription Factors	NIHMS1538149-supplement-2.xlsx	C_GSK-LSD1_DOWN_GENES-GeneName	or DMSO, RNA-seq differential gene expression analysis identified many more genes as upregulated (863) (**Tables S1A**)	347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	9817684e-df6a-51a9-a3b6-ef2c668c4423
PMC7982744	The Protective Effects of Shengmai Formula Against Myocardial Injury Induced by Ultrafine Particulate Matter Exposure and Myocardial Ischemia are Mediated by the PI3K/AKT/p38 MAPK/Nrf2 Pathway	table6.xlsx	Hub_node_direct_interactions-Node1	Click here for additional data file	347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	0a3ba373-fe90-51be-ae91-2741e85986d5
PMC10880206	LATS1/2 loss promote tumor immune evasion in endometrial cancer through downregulating MHC-I expression	13046_2024_2979_MOESM2_ESM.xlsx	table_S1_RNA_seq-Unnamed_17		347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	ddb35d9b-f436-567b-84ee-6dcdaa9f34ef
PMC11252802	Single-cell analysis of treatment-resistant prostate cancer: Implications of cell state changes for cell surface antigen–targeted therapies	pnas.2322203121.sd15.xlsx	Sheet1-PERP		347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	76d7a77b-a658-5aa4-bc87-2e0875131787
PMC8390472	Identification of key proteins in the signaling crossroads between wound healing and cancer hallmark phenotypes	41598_2021_96750_MOESM1_ESM.xlsx	ST12-Unnamed_33	proteins related to the “wound healing” term from the Gene Ontology (GO) database (GO:0042060) (http://www.geneontology.org)**1**  Supplementary Information	347	6	4.519618709820439	0.0021304847382680064	0.048876103431143104	34ed6c88-965c-5f6e-9b84-8d625a4e63ff
